"","Var3","mean_chla"
"1","2005-04-02",44.9948312214443
"2","2005-04-21",60.185871442159
"3","2005-04-23",37.5413315525422
"4","2005-04-25",13.8741686046123
"5","2005-04-29",37.5910110473633
"6","2005-05-04",4.36295134680612
"7","2005-05-05",152.77707118988
"8","2005-05-07",44.1499366462231
"9","2005-05-08",23.5756651560465
"10","2005-05-11",31.5166908899943
"11","2005-05-14",0.256178110837936
"12","2005-05-15",4.50569277576038
"13","2005-05-23",6.76463041305542
"14","2005-05-26",0.298116356134415
"15","2005-05-29",7.06701278686523
"16","2005-07-01",0.378703713417053
"17","2005-07-03",12.8244107133812
"18","2005-07-07",0.271961033344269
"19","2005-07-10",6.89455917974313
"20","2005-07-11",59.5383328029088
"21","2005-07-23",5.49403977394104
"22","2005-07-26",2.7874412894249
"23","2005-08-20",74.2273094296455
"24","2005-08-21",53.0457209348679
"25","2005-09-06",57.6151084899902
"26","2005-09-12",36.7020457874645
"27","2005-09-24",0.160417050123215
"28","2006-04-04",62.7900675364902
"29","2006-04-14",28.7693318923314
"30","2006-04-16",13.6445437776191
"31","2006-04-17",409.892761230469
"32","2006-04-23",39.4442562527127
"33","2006-04-26",41.0468697981401
"34","2006-04-29",28.5856432914734
"35","2006-05-03",26.8328314887153
"36","2006-05-05",188.428646850586
"37","2006-05-06",14.5254646937052
"38","2006-05-08",15.6792531609535
"39","2006-05-09",4.03048048019409
"40","2006-05-11",3.88440322875976
"41","2006-05-12",2.86002221206824
"42","2006-06-06",0.390263184905053
"43","2006-06-09",13.0626833215356
"44","2006-06-10",14.1949906440882
"45","2006-07-05",0.12430152669549
"46","2006-07-08",3.71505011831011
"47","2006-07-21",390.948326945305
"48","2006-07-23",138.137008666992
"49","2006-07-27",1.98589622974396
"50","2006-07-28",5.92187213897705
"51","2006-07-30",96.6817674636841
"52","2006-08-03",98.0895653792791
"53","2006-08-25",39.392286337339
"54","2006-08-29",33.2959802415636
"55","2006-08-31",32.0992856459184
"56","2006-09-04",57.6215604146322
"57","2006-09-07",61.4538955688476
"58","2006-09-19",65.078803807497
"59","2006-09-23",34.0449079786028
"60","2006-09-28",65.1945980787278
"61","2007-04-01",11.2757352590561
"62","2007-04-02",6.60091513395309
"63","2007-04-04",13.3289613723755
"64","2007-04-05",6.12058055400849
"65","2007-04-07",18.8582000732422
"66","2007-04-10",8.33983087539672
"67","2007-04-14",28.4010297457378
"68","2007-04-15",2.49209320545196
"69","2007-04-17",4.75275111446778
"70","2007-04-26",1.73793835639953
"71","2007-04-28",2.76643498106436
"72","2007-05-01",6.64428544044494
"73","2007-05-03",8.26311016413901
"74","2007-05-15",5.64718592437831
"75","2007-07-05",3.75025231497628
"76","2007-07-08",47.9895343780518
"77","2007-07-15",122.039278203791
"78","2007-07-23",52.2741336822509
"79","2007-08-13",17.138839509752
"80","2007-09-01",33.8591156005859
"81","2007-09-08",24.3060980493372
"82","2007-09-10",43.7319183349609
"83","2008-04-15",423.111259460449
"84","2008-04-20",16.9635636806488
"85","2008-04-27",39.1906116485596
"86","2008-04-29",8.20192670822144
"87","2008-05-06",2.12063558027148
"88","2008-05-07",5.66326526800791
"89","2008-05-19",33.6750324113028
"90","2008-05-25",3.96909046173096
"91","2008-05-26",8.73355827331542
"92","2008-05-31",3.88179445266724
"93","2008-06-04",0.124141082167625
"94","2008-06-07",0.167752563953399
"95","2008-07-21",4.96353912353516
"96","2008-07-22",0.372529059648514
"97","2008-07-28",152.098451097806
"98","2008-09-04",22.5351952115695
"99","2009-04-02",18.8184759616851
"100","2009-04-12",28.7961714608328
"101","2009-04-13",6.08986385464669
"102","2009-04-19",13.606483247545
"103","2009-04-22",7.56993269920348
"104","2009-05-07",7.24940503636997
"105","2009-05-08",9.51998727971857
"106","2009-05-11",5.88063377600449
"107","2009-05-13",6.68583604267666
"108","2009-05-17",0.403593719005585
"109","2009-05-21",5.53490320841471
"110","2009-05-26",0.24695364634196
"111","2009-05-29",17.1498270359906
"112","2009-05-30",6.21760447820028
"113","2009-06-01",37.769884109497
"114","2009-06-02",0.318221992254257
"115","2009-06-05",23.7693302631378
"116","2009-06-12",5.14630224969652
"117","2009-08-07",4.65562915802002
"118","2009-08-08",31.3435338338216
"119","2009-09-09",57.4915675291648
"120","2009-09-11",71.99327694286
"121","2009-09-12",41.4013068755468
"122","2009-09-17",12.5827049775557
"123","2010-04-01",41.1437724431356
"124","2010-04-16",50.2512310634959
"125","2010-05-12",0.236288815736771
"126","2010-05-14",85.5310293833416
"127","2010-05-15",4.02547883987427
"128","2010-05-18",2.59101425939136
"129","2010-05-20",53.1971260070801
"130","2010-05-27",0.232271239161491
"131","2010-06-05",0.361789792776108
"132","2010-06-21",0.23944715410471
"133","2010-06-22",0.466908966501554
"134","2010-07-13",22.159672164917
"135","2010-07-17",22.884947458903
"136","2010-07-23",5.26163673400879
"137","2010-08-15",31.4256956917899
"138","2010-08-31",3.14370703697205
"139","2010-09-02",1.24582040309906
"140","2010-09-03",50.9461790323256
"141","2010-09-04",5.31846916675567
"142","2010-09-06",12.1804064644708
"143","2010-09-09",0.310625702142715
"144","2010-09-26",152.258226513863
"145","2011-04-08",12.5460648437341
"146","2011-04-10",3.75456719206912
"147","2011-04-11",12.1006787674768
"148","2011-04-17",3.19451427459717
"149","2011-04-19",2.48635267317295
"150","2011-04-22",0.252141408622265
"151","2011-04-27",8.14927195356442
"152","2011-04-28",6.53573852115207
"153","2011-04-30",5.46776636441549
"154","2011-05-01",3.16543342669805
"155","2011-05-08",4.74696244796117
"156","2011-05-11",16.5361746152242
"157","2011-05-14",0.276781320571899
"158","2011-05-22",9.88711261749268
"159","2011-05-24",30.5658127844334
"160","2011-05-31",2.18891453742981
"161","2011-07-02",2.8368885666132
"162","2011-07-04",0.318662166595459
"163","2011-07-13",4.86255311965943
"164","2011-07-23",3.54637503623962
"165","2011-07-24",5.7868081501552
"166","2011-07-29",0.235181326667468
"167","2011-08-09",0.247819721698761
"168","2011-08-20",3.63948178291321
"169","2011-09-05",9.7519604365031
"170","2011-09-07",17.156400680542
"171","2011-09-30",18.5313847329882
"172","2012-04-04",17.9806789398193
"173","2016-04-26",11.1486292638277
"174","2016-05-02",19.2386765480042
"175","2016-05-08",12.6200636909122
"176","2016-05-09",18.2870813039216
"177","2016-05-10",10.0671024858952
"178","2016-05-12",17.2700328486306
"179","2016-05-14",27.1310855500838
"180","2016-05-22",25.0424235343933
"181","2016-05-23",24.1949332952499
"182","2016-05-31",21.6789768763951
"183","2016-06-01",24.1587133407593
"184","2016-06-05",9.91189599037171
"185","2016-06-06",25.9426969540747
"186","2016-06-09",31.4876068860292
"187","2016-06-23",52.2478328227997
"188","2016-07-08",11.4975020885468
"189","2016-07-14",12.1084949970245
"190","2016-07-21",4.35788044333458
"191","2016-07-25",13.5671749114991
"192","2016-08-01",35.272029876709
"193","2016-08-08",37.1814369678497
"194","2016-08-13",24.8836900989215
"195","2016-08-16",44.4169790267944
"196","2016-08-17",24.1849464774132
"197","2016-08-21",18.840636909008
"198","2016-08-24",37.542470269733
"199","2016-08-29",33.6251472644508
"200","2016-09-04",49.1571960151196
"201","2016-09-22",49.9075335945402
"202","2016-09-27",176.88747985363
"203","2017-04-02",26.2782240552562
"204","2017-04-08",1.04930794239044
"205","2017-04-20",11.3468979199727
"206","2017-04-25",14.7077349424362
"207","2017-04-26",55.894884387652
"208","2017-05-03",16.4192345900969
"209","2017-05-04",0.858979046344757
"210","2017-05-05",36.1547606331961
"211","2017-05-06",11.0336665548384
"212","2017-05-08",7.3880386352539
"213","2017-05-09",18.7523270155254
"214","2017-05-14",20.805816411972
"215","2017-05-17",5.48479747772217
"216","2017-05-18",44.1765111287435
"217","2017-05-25",16.4096954359728
"218","2017-06-03",0.901962518692017
"219","2017-06-17",8.3359203338623
"220","2017-07-18",43.8758028083377
"221","2017-07-24",9.60005617141723
"222","2017-07-29",105.901985168457
"223","2017-09-02",25.8788073857625
"224","2017-09-14",131.230285644531
"225","2017-09-29",48.4244390487671
"226","2018-04-25",28.1294872210576
"227","2018-04-26",33.7719535827637
"228","2018-05-07",89.2424807548523
"229","2018-05-12",41.785323818028
"230","2018-05-14",9.75438820322354
"231","2018-05-16",16.7903247144487
"232","2018-05-19",7.50808898276753
"233","2018-05-26",18.5701680113288
"234","2018-05-27",27.2715436574072
"235","2018-05-28",22.0878774178655
"236","2018-05-30",4.64345738291741
"237","2018-06-14",37.3070699467379
"238","2018-06-24",32.3724409370195
"239","2018-06-30",36.5792588233948
"240","2018-07-04",75.765334116088
"241","2018-07-05",44.4435305595398
"242","2018-07-07",135.333286310945
"243","2018-07-08",23.2320595502853
"244","2018-07-27",133.148671095786
"245","2018-08-03",109.89983462152
"246","2018-08-31",49.9029621376711
"247","2018-09-04",35.0213924129804
"248","2018-09-08",22.1624314598739
"249","2018-09-19",46.7630244493484
"250","2018-09-23",70.5829666137696
"251","2018-09-24",42.3245537757874
"252","2018-09-28",46.1917120913665
"253","2018-09-30",88.5768498102824
