"date","mean_chla"
"2002-08-06",0.475217080116272
"2002-08-25",0.621393760045369
"2003-04-01",1.8120981787934
"2003-04-02",7.48467970689138
"2003-04-05",1.91864969800501
"2003-04-08",2.75645119696856
"2003-04-12",0.297889322042465
"2003-07-03",0.250376296314326
"2003-07-15",0.241881773778887
"2003-07-16",0.342229751603944
"2003-07-25",0.227453498790661
"2003-08-07",0.28579233881707
"2003-08-08",0.110821321606636
"2003-08-23",0.288404914240042
"2003-08-24",0.265794277191162
"2003-09-08",0.38456611500846
"2004-05-01",2.73079760186374
"2004-05-10",0.257404664797442
"2004-05-23",0.309686107767953
"2004-05-27",0.272621701870646
"2004-07-03",0.108660012483597
"2004-07-25",0.184079125523568
"2004-07-31",0.247291489726021
"2004-08-08",1.23791830738385
"2004-09-08",0.185891270637512
"2004-09-21",32.2688503773773
"2004-09-24",8.82526050321757
"2005-04-05",1.24118125935396
"2005-04-15",0.216087281703949
"2005-04-19",0.247524720430374
"2005-04-21",19.1359873265028
"2005-04-29",8.46919123331705
"2005-05-08",10.2856359481812
"2005-05-24",0.256127506494522
"2005-07-11",9.39156903202335
"2005-07-19",0.195409089326859
"2005-08-07",0.239767746792899
"2005-08-24",0.299420948326588
"2006-04-10",0.232704673494611
"2006-04-26",3.56002087102217
"2006-05-06",0.252413012087345
"2006-05-11",0.198805288308196
"2006-05-12",0.579576551914215
"2006-06-02",0.210574477910995
"2006-06-06",0.280559571725982
"2006-06-10",0.30803597625345
"2006-06-12",0.196319684386253
"2006-06-25",0.657431423664095
"2006-06-26",0.266518395808008
"2006-07-05",0.202696605585515
"2006-07-26",0.282791653504738
"2006-07-30",0.260003979783505
"2006-08-27",3.38198461934276
"2006-09-22",1.36043782755732
"2007-04-14",0.321478734529296
"2007-04-29",0.237672558426857
"2007-05-02",0.262730360031128
"2007-05-03",0.216220473038389
"2007-05-06",0.172746688127518
"2007-06-07",0.277320926518817
"2007-06-22",0.0769312679767609
"2007-06-27",0.331882685422897
"2007-07-24",0.146371227999528
"2007-07-25",1.29444313049316
"2007-07-29",0.265465825796127
"2007-08-09",0.258127425797284
"2007-09-10",4.18339553985157
"2007-09-23",1.00029366591881
"2008-04-02",1.11695494651794
"2008-04-04",0.338280413831983
"2008-05-07",0.269362824303763
"2008-05-13",0.338543340563774
"2008-05-19",0.250232756137848
"2008-06-13",0.239715842737092
"2008-06-14",0.279843509197235
"2008-07-25",0.24716566638513
"2009-04-02",0.945008445927437
"2009-04-05",1.10433308035135
"2009-05-29",0.215276017785072
"2009-06-01",0.269855137257015
"2009-06-08",0.231236742602454
"2009-06-11",0.173590620979667
"2009-06-14",0.186799769103527
"2009-07-16",0.192280575633049
"2009-08-24",0.360427576303482
"2009-09-14",0.224170625209808
"2010-06-03",0.253073599934578
"2010-06-15",0.231142238958886
"2010-07-07",0.228931248188019
"2010-08-02",0.260258785138528
"2010-08-12",0.797691652879996
"2010-08-25",0.803841254927895
"2010-08-31",0.25825507251116
"2010-09-08",0.241476184129715
"2011-04-18",0.233694046735764
"2011-05-02",2.28698448538781
"2011-05-30",5.19218888133764
"2011-06-09",0.205470323562622
"2011-07-02",0.215580061078071
"2011-07-04",0.255115876793861
"2011-07-13",0.367880418896675
"2011-07-23",0.418714652813616
"2011-07-27",0.283061183989048
"2011-08-09",0.172073468565941
"2011-08-27",0.235321450978518
"2011-09-05",0.248552330515601
"2011-09-14",0.245390605926513
"2011-09-15",0.239578659717853
"2011-09-18",0.237615134034838
"2016-04-26",88.4674716889858
"2016-04-30",9.5117015838623
"2016-05-05",28.2034412225087
"2016-05-09",27.5027186584359
"2016-05-10",12.1054467843334
"2016-05-11",7.65341309309005
"2016-05-12",16.0138273293311
"2016-05-14",29.431107097007
"2016-05-15",10.6715330591908
"2016-05-16",21.7615612766147
"2016-05-20",14.9965937534968
"2016-05-21",21.1172608137131
"2016-05-23",14.8553623097293
"2016-05-25",7.26826814220197
"2016-05-29",12.3029764329375
"2016-05-31",26.0930369884532
"2016-06-01",23.3994355834339
"2016-06-02",38.6769673118108
"2016-06-05",9.51857555132163
"2016-06-06",58.9197353831721
"2016-06-23",15.535439172331
"2016-06-24",15.5425407450933
"2016-06-25",15.5111776590347
"2016-06-27",18.0225518873256
"2016-07-08",19.3270111083984
"2016-07-14",16.2414169326863
"2016-07-21",24.3254798054695
"2016-07-25",0.0502935275435448
"2016-07-29",13.8312094400171
"2016-08-04",2.18792676925659
"2016-08-08",23.0281174977621
"2016-08-16",12.2781458189554
"2016-08-17",15.0081040665862
"2016-08-24",21.2323651431038
"2016-08-26",1.26876857131719
"2016-08-29",14.6140992095073
"2016-09-04",12.6726669892669
"2016-09-06",22.2664260864258
"2016-09-10",20.2394895858954
"2016-09-16",16.6876310475636
"2016-09-22",22.549418065697
"2016-09-27",14.6250370194515
"2017-04-10",1.7738403826952
"2017-04-12",12.4445948501428
"2017-04-24",23.6182749331752
"2017-04-25",19.559778995812
"2017-04-27",12.062938171838
"2017-05-01",13.3760614013404
"2017-05-03",27.9304216035028
"2017-05-05",26.0599538274486
"2017-05-07",23.4139558517377
"2017-05-09",19.695011133407
"2017-05-11",10.6087777067725
"2017-05-14",12.6063658287812
