"date","mean_chla"
2008-04-17,0.163453295826912
2008-04-20,0.232000287208292
2008-05-09,0.278632038831711
2008-05-13,0.252215423754283
2008-05-21,0.194129504263402
2008-05-25,0.276653813464301
2008-05-31,0.213032313236376
2008-06-26,0.250616401433945
2008-06-29,0.226630434393883
2008-07-05,0.178883822584474
2008-07-21,0.181666556280106
2008-07-24,0.226962780723205
2008-07-28,0.306033318432478
2008-08-14,0.202551290392876
2008-09-03,0.169307622313499
2008-09-05,0.32037752866745
2008-09-22,0.2215555626899
2008-09-30,0.201389019879011
