"date","mean_chla"
2007-04-01,11.2757352590561
2007-04-02,6.60091513395309
2007-04-04,13.3289613723755
2007-04-05,6.12058055400849
2007-04-07,18.8582000732422
2007-04-10,8.33983087539672
2007-04-14,28.4010297457378
2007-04-15,2.49209320545196
2007-04-17,4.75275111446778
2007-04-26,1.73793835639953
2007-04-28,2.76643498106436
2007-05-01,6.64428544044494
2007-05-03,8.26311016413901
2007-05-15,5.64718592437831
2007-07-05,3.75025231497628
2007-07-08,47.9895343780518
2007-07-15,122.039278203791
2007-07-23,52.2741336822509
2007-08-13,17.138839509752
2007-09-01,33.8591156005859
2007-09-08,24.3060980493372
2007-09-10,43.7319183349609
