"date","mean_chla"
2003-04-01,118.058844619989
2003-04-02,82.7399864196777
2003-04-05,78.8702882959851
2003-04-08,104.238985768565
2003-04-11,146.332926349959
2003-04-14,146.364694951309
2003-04-15,122.284611130108
2003-04-17,106.48401302468
2003-04-18,95.5062173550685
2003-04-20,86.4681097567081
2003-04-23,66.2279461045539
2003-04-30,66.4924635728202
2003-05-10,321.569841657366
2003-05-12,62.4696566645513
2003-05-13,78.4228257136038
2003-05-29,58.400361311622
2003-05-30,40.0948311950031
2003-06-02,15.8614212870598
2003-06-07,96.9576038289815
2003-06-08,66.3522792615388
2003-06-10,82.4716218678297
2003-06-13,62.1049936220453
2003-06-14,84.3897574753454
2003-06-16,47.940350753079
2003-07-02,27.3268153481186
2003-07-09,36.4524234799962
2003-07-13,81.7592620849609
2003-07-15,46.3619405276604
2003-07-16,41.2937704879184
2003-07-18,42.7179650139809
2003-07-19,30.1325551209779
2003-07-20,35.2846467154367
2003-07-25,76.1263961791994
2003-07-26,40.5585614522298
2003-08-08,26.4131266011741
2003-08-10,39.0618333552482
2003-08-11,34.5045417247775
2003-08-14,24.9501311097826
2003-08-22,33.0751075906429
2003-08-23,12.9368265325373
2003-08-24,21.93386908011
2003-08-26,22.5990636825561
2003-08-29,37.329891204834
2003-08-30,39.0937889417012
2003-09-04,31.2033812123376
2003-09-08,37.0484613459931
2003-09-15,17.8910014629364
2003-09-17,22.0759688982597
2003-09-20,37.5009816145595
2003-09-23,36.5202874015821
2003-09-24,43.3805486187339
2003-09-26,51.5396612416143
2003-09-27,39.6657886792304
